id,name,category,subcategory,brand,price,rating,review_count,color,image_url,description,tags,features,amazon_url,flipkart_url,myntra_url,price_range,popularity_score
200,PopSockets PopGrip,Electronics,Mobile Accessories,PopSockets,536.43,4.5,0,,/images/products/macbook_pro_14.png,Premium mobile accessories by PopSockets. The PopSockets PopGrip features top-tier quality and performance. Perfect for electronics enthusiasts.,"case,mobile,popsockets,stand,cable,accessory",High quality|Durable design|Premium materials|Authentic PopSockets product,https://www.amazon.in/s?k=PopSockets%20PopGrip,https://www.flipkart.com/search?q=PopSockets%20PopGrip,,premium,0.64
202,Zara Basic Hoodie Ultra,Fashion,Hoodies,Zara,254.59,3.7,0,,/images/products/patagonia_sweater.png,Premium hoodies by Zara. The Zara Basic Hoodie Ultra features top-tier quality and performance. Perfect for fashion enthusiasts.,"casual,clothing,hoodie,winter,zara,sweatshirt",High quality|Durable design|Premium materials|Authentic Zara product,https://www.amazon.in/s?k=Zara%20Basic%20Hoodie%20Ultra,https://www.flipkart.com/search?q=Zara%20Basic%20Hoodie%20Ultra,https://www.myntra.com/Zara%20Basic%20Hoodie%20Ultra,premium,0.55
206,Zara Basic Hoodie Edition,Fashion,Hoodies,Zara,154.54,4.7,0,,/images/products/patagonia_sweater.png,Premium hoodies by Zara. The Zara Basic Hoodie Edition features top-tier quality and performance. Perfect for fashion enthusiasts.,"casual,sweatshirt,hoodie,clothing,zara,winter",High quality|Durable design|Premium materials|Authentic Zara product,https://www.amazon.in/s?k=Zara%20Basic%20Hoodie%20Edition,https://www.flipkart.com/search?q=Zara%20Basic%20Hoodie%20Edition,https://www.myntra.com/Zara%20Basic%20Hoodie%20Edition,mid-range,0.95
208,Nike Sportswear Club Fleece,Fashion,Hoodies,Nike,138.15,4.1,0,,/images/products/patagonia_sweater.png,Premium hoodies by Nike. The Nike Sportswear Club Fleece features top-tier quality and performance. Perfect for fashion enthusiasts.,"casual,winter,clothing,nike,hoodie,sweatshirt",High quality|Durable design|Premium materials|Authentic Nike product,https://www.amazon.in/s?k=Nike%20Sportswear%20Club%20Fleece,https://www.flipkart.com/search?q=Nike%20Sportswear%20Club%20Fleece,https://www.myntra.com/Nike%20Sportswear%20Club%20Fleece,mid-range,0.31
210,Champion Reverse Weave Pullover,Fashion,Hoodies,Champion,243.11,4.3,0,,/images/products/patagonia_sweater.png,Premium hoodies by Champion. The Champion Reverse Weave Pullover features top-tier quality and performance. Perfect for fashion enthusiasts.,"winter,champion,hoodie,casual,sweatshirt,clothing",High quality|Durable design|Premium materials|Authentic Champion product,https://www.amazon.in/s?k=Champion%20Reverse%20Weave%20Pullover,https://www.flipkart.com/search?q=Champion%20Reverse%20Weave%20Pullover,https://www.myntra.com/Champion%20Reverse%20Weave%20Pullover,premium,0.69
211,H&M Relaxed Fit Hoodie,Fashion,Hoodies,H&M,66.6,4.4,0,,/images/products/patagonia_sweater.png,Premium hoodies by H&M. The H&M Relaxed Fit Hoodie features top-tier quality and performance. Perfect for fashion enthusiasts.,"h&m,clothing,sweatshirt,winter,casual,hoodie",High quality|Durable design|Premium materials|Authentic H&M product,https://www.amazon.in/s?k=H%26M%20Relaxed%20Fit%20Hoodie,https://www.flipkart.com/search?q=H%26M%20Relaxed%20Fit%20Hoodie,https://www.myntra.com/H%26M%20Relaxed%20Fit%20Hoodie,mid-range,0.15
216,Adidas Essentials Hoodie,Fashion,Hoodies,Adidas,216.22,4.9,0,,/images/products/patagonia_sweater.png,Premium hoodies by Adidas. The Adidas Essentials Hoodie features top-tier quality and performance. Perfect for fashion enthusiasts.,"clothing,adidas,winter,sweatshirt,hoodie,casual",High quality|Durable design|Premium materials|Authentic Adidas product,https://www.amazon.in/s?k=Adidas%20Essentials%20Hoodie,https://www.flipkart.com/search?q=Adidas%20Essentials%20Hoodie,https://www.myntra.com/Adidas%20Essentials%20Hoodie,premium,0.3
218,Zara Basic Hoodie,Fashion,Hoodies,Zara,169.25,4.0,0,,/images/products/patagonia_sweater.png,Premium hoodies by Zara. The Zara Basic Hoodie features top-tier quality and performance. Perfect for fashion enthusiasts.,"clothing,casual,hoodie,zara,winter,sweatshirt",High quality|Durable design|Premium materials|Authentic Zara product,https://www.amazon.in/s?k=Zara%20Basic%20Hoodie,https://www.flipkart.com/search?q=Zara%20Basic%20Hoodie,https://www.myntra.com/Zara%20Basic%20Hoodie,mid-range,0.26
220,Adidas Trefoil T-Shirt Plus,Fashion,T-shirts,Adidas,48.39,4.2,0,,/images/products/shirt1.png,Premium t-shirts by Adidas. The Adidas Trefoil T-Shirt Plus features top-tier quality and performance. Perfect for fashion enthusiasts.,"adidas,tee,t-shirt,casual,clothing,summer",High quality|Durable design|Premium materials|Authentic Adidas product,https://www.amazon.in/s?k=Adidas%20Trefoil%20T-Shirt%20Plus,https://www.flipkart.com/search?q=Adidas%20Trefoil%20T-Shirt%20Plus,https://www.myntra.com/Adidas%20Trefoil%20T-Shirt%20Plus,budget,0.63
221,Nike Dri-FIT Tee,Fashion,T-shirts,Nike,271.82,4.4,0,,/images/products/shirt1.png,Premium t-shirts by Nike. The Nike Dri-FIT Tee features top-tier quality and performance. Perfect for fashion enthusiasts.,"clothing,summer,nike,t-shirt,casual,tee",High quality|Durable design|Premium materials|Authentic Nike product,https://www.amazon.in/s?k=Nike%20Dri-FIT%20Tee,https://www.flipkart.com/search?q=Nike%20Dri-FIT%20Tee,https://www.myntra.com/Nike%20Dri-FIT%20Tee,premium,0.45
223,Ralph Lauren Classic Fit Polo V2,Fashion,T-shirts,Ralph Lauren,57.95,4.0,0,,/images/products/shirt1.png,Premium t-shirts by Ralph Lauren. The Ralph Lauren Classic Fit Polo V2 features top-tier quality and performance. Perfect for fashion enthusiasts.,"t-shirt,ralph lauren,clothing,tee,casual,summer",High quality|Durable design|Premium materials|Authentic Ralph Lauren product,https://www.amazon.in/s?k=Ralph%20Lauren%20Classic%20Fit%20Polo%20V2,https://www.flipkart.com/search?q=Ralph%20Lauren%20Classic%20Fit%20Polo%20V2,https://www.myntra.com/Ralph%20Lauren%20Classic%20Fit%20Polo%20V2,mid-range,0.95
226,Levi's Graphic Tee,Fashion,T-shirts,Levi's,225.12,4.3,0,,/images/products/shirt1.png,Premium t-shirts by Levi's. The Levi's Graphic Tee features top-tier quality and performance. Perfect for fashion enthusiasts.,"levi's,tee,summer,casual,t-shirt,clothing",High quality|Durable design|Premium materials|Authentic Levi's product,https://www.amazon.in/s?k=Levi%27s%20Graphic%20Tee,https://www.flipkart.com/search?q=Levi%27s%20Graphic%20Tee,https://www.myntra.com/Levi%27s%20Graphic%20Tee,premium,0.93
227,Ralph Lauren Classic Fit Polo,Fashion,T-shirts,Ralph Lauren,123.95,4.4,0,,/images/products/shirt1.png,Premium t-shirts by Ralph Lauren. The Ralph Lauren Classic Fit Polo features top-tier quality and performance. Perfect for fashion enthusiasts.,"clothing,summer,t-shirt,ralph lauren,casual,tee",High quality|Durable design|Premium materials|Authentic Ralph Lauren product,https://www.amazon.in/s?k=Ralph%20Lauren%20Classic%20Fit%20Polo,https://www.flipkart.com/search?q=Ralph%20Lauren%20Classic%20Fit%20Polo,https://www.myntra.com/Ralph%20Lauren%20Classic%20Fit%20Polo,mid-range,0.55
228,Ralph Lauren Classic Fit Polo Pro,Fashion,T-shirts,Ralph Lauren,63.79,3.6,0,,/images/products/shirt1.png,Premium t-shirts by Ralph Lauren. The Ralph Lauren Classic Fit Polo Pro features top-tier quality and performance. Perfect for fashion enthusiasts.,"clothing,tee,summer,casual,ralph lauren,t-shirt",High quality|Durable design|Premium materials|Authentic Ralph Lauren product,https://www.amazon.in/s?k=Ralph%20Lauren%20Classic%20Fit%20Polo%20Pro,https://www.flipkart.com/search?q=Ralph%20Lauren%20Classic%20Fit%20Polo%20Pro,https://www.myntra.com/Ralph%20Lauren%20Classic%20Fit%20Polo%20Pro,mid-range,0.35
229,Nike Dri-FIT Tee Max,Fashion,T-shirts,Nike,242.83,4.8,0,,/images/products/shirt1.png,Premium t-shirts by Nike. The Nike Dri-FIT Tee Max features top-tier quality and performance. Perfect for fashion enthusiasts.,"clothing,t-shirt,tee,nike,casual,summer",High quality|Durable design|Premium materials|Authentic Nike product,https://www.amazon.in/s?k=Nike%20Dri-FIT%20Tee%20Max,https://www.flipkart.com/search?q=Nike%20Dri-FIT%20Tee%20Max,https://www.myntra.com/Nike%20Dri-FIT%20Tee%20Max,premium,0.46
230,Adidas Trefoil T-Shirt Ultra,Fashion,T-shirts,Adidas,269.27,4.5,0,,/images/products/shirt1.png,Premium t-shirts by Adidas. The Adidas Trefoil T-Shirt Ultra features top-tier quality and performance. Perfect for fashion enthusiasts.,"casual,adidas,summer,tee,clothing,t-shirt",High quality|Durable design|Premium materials|Authentic Adidas product,https://www.amazon.in/s?k=Adidas%20Trefoil%20T-Shirt%20Ultra,https://www.flipkart.com/search?q=Adidas%20Trefoil%20T-Shirt%20Ultra,https://www.myntra.com/Adidas%20Trefoil%20T-Shirt%20Ultra,premium,0.27
232,Ralph Lauren Classic Fit Polo Elite,Fashion,T-shirts,Ralph Lauren,76.96,3.8,0,,/images/products/shirt1.png,Premium t-shirts by Ralph Lauren. The Ralph Lauren Classic Fit Polo Elite features top-tier quality and performance. Perfect for fashion enthusiasts.,"casual,t-shirt,summer,clothing,tee,ralph lauren",High quality|Durable design|Premium materials|Authentic Ralph Lauren product,https://www.amazon.in/s?k=Ralph%20Lauren%20Classic%20Fit%20Polo%20Elite,https://www.flipkart.com/search?q=Ralph%20Lauren%20Classic%20Fit%20Polo%20Elite,https://www.myntra.com/Ralph%20Lauren%20Classic%20Fit%20Polo%20Elite,mid-range,0.29
233,Ralph Lauren Classic Fit Polo Edition,Fashion,T-shirts,Ralph Lauren,238.09,4.0,0,,/images/products/shirt1.png,Premium t-shirts by Ralph Lauren. The Ralph Lauren Classic Fit Polo Edition features top-tier quality and performance. Perfect for fashion enthusiasts.,"casual,summer,tee,ralph lauren,t-shirt,clothing",High quality|Durable design|Premium materials|Authentic Ralph Lauren product,https://www.amazon.in/s?k=Ralph%20Lauren%20Classic%20Fit%20Polo%20Edition,https://www.flipkart.com/search?q=Ralph%20Lauren%20Classic%20Fit%20Polo%20Edition,https://www.myntra.com/Ralph%20Lauren%20Classic%20Fit%20Polo%20Edition,premium,0.52
234,Adidas Trefoil T-Shirt,Fashion,T-shirts,Adidas,51.89,4.7,0,,/images/products/shirt1.png,Premium t-shirts by Adidas. The Adidas Trefoil T-Shirt features top-tier quality and performance. Perfect for fashion enthusiasts.,"casual,summer,clothing,tee,adidas,t-shirt",High quality|Durable design|Premium materials|Authentic Adidas product,https://www.amazon.in/s?k=Adidas%20Trefoil%20T-Shirt,https://www.flipkart.com/search?q=Adidas%20Trefoil%20T-Shirt,https://www.myntra.com/Adidas%20Trefoil%20T-Shirt,mid-range,0.62
235,Uniqlo Supima Cotton Crew Neck,Fashion,T-shirts,Uniqlo,221.99,4.7,0,,/images/products/shirt1.png,Premium t-shirts by Uniqlo. The Uniqlo Supima Cotton Crew Neck features top-tier quality and performance. Perfect for fashion enthusiasts.,"uniqlo,tee,t-shirt,summer,clothing,casual",High quality|Durable design|Premium materials|Authentic Uniqlo product,https://www.amazon.in/s?k=Uniqlo%20Supima%20Cotton%20Crew%20Neck,https://www.flipkart.com/search?q=Uniqlo%20Supima%20Cotton%20Crew%20Neck,https://www.myntra.com/Uniqlo%20Supima%20Cotton%20Crew%20Neck,premium,0.72
238,Columbia Fleece Jacket Edition,Fashion,Jackets,Columbia,41.43,4.3,0,,/images/products/patagonia_sweater.png,Premium jackets by Columbia. The Columbia Fleece Jacket Edition features top-tier quality and performance. Perfect for fashion enthusiasts.,"winter,clothing,columbia,warm,jacket,outerwear",High quality|Durable design|Premium materials|Authentic Columbia product,https://www.amazon.in/s?k=Columbia%20Fleece%20Jacket%20Edition,https://www.flipkart.com/search?q=Columbia%20Fleece%20Jacket%20Edition,https://www.myntra.com/Columbia%20Fleece%20Jacket%20Edition,budget,0.49
239,The North Face Nuptse Jacket Max,Fashion,Jackets,The North Face,234.07,4.1,0,,/images/products/patagonia_sweater.png,Premium jackets by The North Face. The The North Face Nuptse Jacket Max features top-tier quality and performance. Perfect for fashion enthusiasts.,"warm,outerwear,clothing,winter,the north face,jacket",High quality|Durable design|Premium materials|Authentic The North Face product,https://www.amazon.in/s?k=The%20North%20Face%20Nuptse%20Jacket%20Max,https://www.flipkart.com/search?q=The%20North%20Face%20Nuptse%20Jacket%20Max,https://www.myntra.com/The%20North%20Face%20Nuptse%20Jacket%20Max,premium,0.5
241,Columbia Fleece Jacket Plus,Fashion,Jackets,Columbia,237.83,3.8,0,,/images/products/patagonia_sweater.png,Premium jackets by Columbia. The Columbia Fleece Jacket Plus features top-tier quality and performance. Perfect for fashion enthusiasts.,"clothing,jacket,outerwear,columbia,winter,warm",High quality|Durable design|Premium materials|Authentic Columbia product,https://www.amazon.in/s?k=Columbia%20Fleece%20Jacket%20Plus,https://www.flipkart.com/search?q=Columbia%20Fleece%20Jacket%20Plus,https://www.myntra.com/Columbia%20Fleece%20Jacket%20Plus,premium,0.69
242,Levi's Trucker Jacket Max,Fashion,Jackets,Levi's,74.34,4.1,0,,/images/products/patagonia_sweater.png,Premium jackets by Levi's. The Levi's Trucker Jacket Max features top-tier quality and performance. Perfect for fashion enthusiasts.,"clothing,jacket,levi's,winter,warm,outerwear",High quality|Durable design|Premium materials|Authentic Levi's product,https://www.amazon.in/s?k=Levi%27s%20Trucker%20Jacket%20Max,https://www.flipkart.com/search?q=Levi%27s%20Trucker%20Jacket%20Max,https://www.myntra.com/Levi%27s%20Trucker%20Jacket%20Max,mid-range,0.93
245,Levi's Trucker Jacket,Fashion,Jackets,Levi's,274.94,4.7,0,,/images/products/patagonia_sweater.png,Premium jackets by Levi's. The Levi's Trucker Jacket features top-tier quality and performance. Perfect for fashion enthusiasts.,"levi's,warm,jacket,clothing,outerwear,winter",High quality|Durable design|Premium materials|Authentic Levi's product,https://www.amazon.in/s?k=Levi%27s%20Trucker%20Jacket,https://www.flipkart.com/search?q=Levi%27s%20Trucker%20Jacket,https://www.myntra.com/Levi%27s%20Trucker%20Jacket,premium,0.39
247,Patagonia Better Sweater V2,Fashion,Jackets,Patagonia,290.44,3.7,0,,/images/products/patagonia_sweater.png,Premium jackets by Patagonia. The Patagonia Better Sweater V2 features top-tier quality and performance. Perfect for fashion enthusiasts.,"outerwear,clothing,warm,jacket,patagonia,winter",High quality|Durable design|Premium materials|Authentic Patagonia product,https://www.amazon.in/s?k=Patagonia%20Better%20Sweater%20V2,https://www.flipkart.com/search?q=Patagonia%20Better%20Sweater%20V2,https://www.myntra.com/Patagonia%20Better%20Sweater%20V2,premium,0.29
248,Columbia Fleece Jacket,Fashion,Jackets,Columbia,113.19,3.8,0,,/images/products/patagonia_sweater.png,Premium jackets by Columbia. The Columbia Fleece Jacket features top-tier quality and performance. Perfect for fashion enthusiasts.,"jacket,winter,columbia,warm,outerwear,clothing",High quality|Durable design|Premium materials|Authentic Columbia product,https://www.amazon.in/s?k=Columbia%20Fleece%20Jacket,https://www.flipkart.com/search?q=Columbia%20Fleece%20Jacket,https://www.myntra.com/Columbia%20Fleece%20Jacket,mid-range,0.26
251,The North Face Nuptse Jacket,Fashion,Jackets,The North Face,105.79,4.6,0,,/images/products/patagonia_sweater.png,Premium jackets by The North Face. The The North Face Nuptse Jacket features top-tier quality and performance. Perfect for fashion enthusiasts.,"the north face,warm,outerwear,winter,clothing,jacket",High quality|Durable design|Premium materials|Authentic The North Face product,https://www.amazon.in/s?k=The%20North%20Face%20Nuptse%20Jacket,https://www.flipkart.com/search?q=The%20North%20Face%20Nuptse%20Jacket,https://www.myntra.com/The%20North%20Face%20Nuptse%20Jacket,mid-range,0.72
252,Patagonia Better Sweater,Fashion,Jackets,Patagonia,201.39,4.1,0,,/images/products/patagonia_sweater.png,Premium jackets by Patagonia. The Patagonia Better Sweater features top-tier quality and performance. Perfect for fashion enthusiasts.,"patagonia,warm,clothing,outerwear,winter,jacket",High quality|Durable design|Premium materials|Authentic Patagonia product,https://www.amazon.in/s?k=Patagonia%20Better%20Sweater,https://www.flipkart.com/search?q=Patagonia%20Better%20Sweater,https://www.myntra.com/Patagonia%20Better%20Sweater,premium,0.57
254,Levi's 501 Original Fit Ultra,Fashion,Jeans,Levi's,181.58,4.1,0,,/images/products/shirt1.png,Premium jeans by Levi's. The Levi's 501 Original Fit Ultra features top-tier quality and performance. Perfect for fashion enthusiasts.,"levi's,jeans,denim,clothing,pants,casual",High quality|Durable design|Premium materials|Authentic Levi's product,https://www.amazon.in/s?k=Levi%27s%20501%20Original%20Fit%20Ultra,https://www.flipkart.com/search?q=Levi%27s%20501%20Original%20Fit%20Ultra,https://www.myntra.com/Levi%27s%20501%20Original%20Fit%20Ultra,mid-range,0.2
255,Lee Luke Slim Tapered V2,Fashion,Jeans,Lee,212.86,4.6,0,,/images/products/shirt1.png,Premium jeans by Lee. The Lee Luke Slim Tapered V2 features top-tier quality and performance. Perfect for fashion enthusiasts.,"casual,pants,denim,jeans,lee,clothing",High quality|Durable design|Premium materials|Authentic Lee product,https://www.amazon.in/s?k=Lee%20Luke%20Slim%20Tapered%20V2,https://www.flipkart.com/search?q=Lee%20Luke%20Slim%20Tapered%20V2,https://www.myntra.com/Lee%20Luke%20Slim%20Tapered%20V2,premium,0.63
256,Levi's 501 Original Fit Max,Fashion,Jeans,Levi's,48.04,3.9,0,,/images/products/shirt1.png,Premium jeans by Levi's. The Levi's 501 Original Fit Max features top-tier quality and performance. Perfect for fashion enthusiasts.,"casual,jeans,pants,levi's,denim,clothing",High quality|Durable design|Premium materials|Authentic Levi's product,https://www.amazon.in/s?k=Levi%27s%20501%20Original%20Fit%20Max,https://www.flipkart.com/search?q=Levi%27s%20501%20Original%20Fit%20Max,https://www.myntra.com/Levi%27s%20501%20Original%20Fit%20Max,budget,0.6
259,Levi's 501 Original Fit Pro,Fashion,Jeans,Levi's,208.47,4.3,0,,/images/products/shirt1.png,Premium jeans by Levi's. The Levi's 501 Original Fit Pro features top-tier quality and performance. Perfect for fashion enthusiasts.,"denim,pants,casual,jeans,levi's,clothing",High quality|Durable design|Premium materials|Authentic Levi's product,https://www.amazon.in/s?k=Levi%27s%20501%20Original%20Fit%20Pro,https://www.flipkart.com/search?q=Levi%27s%20501%20Original%20Fit%20Pro,https://www.myntra.com/Levi%27s%20501%20Original%20Fit%20Pro,premium,0.78
260,Diesel Sleenker Skinny V2,Fashion,Jeans,Diesel,132.76,4.5,0,,/images/products/shirt1.png,Premium jeans by Diesel. The Diesel Sleenker Skinny V2 features top-tier quality and performance. Perfect for fashion enthusiasts.,"jeans,pants,casual,diesel,clothing,denim",High quality|Durable design|Premium materials|Authentic Diesel product,https://www.amazon.in/s?k=Diesel%20Sleenker%20Skinny%20V2,https://www.flipkart.com/search?q=Diesel%20Sleenker%20Skinny%20V2,https://www.myntra.com/Diesel%20Sleenker%20Skinny%20V2,mid-range,0.98
262,Diesel Sleenker Skinny,Fashion,Jeans,Diesel,158.25,4.6,0,,/images/products/shirt1.png,Premium jeans by Diesel. The Diesel Sleenker Skinny features top-tier quality and performance. Perfect for fashion enthusiasts.,"pants,denim,jeans,clothing,diesel,casual",High quality|Durable design|Premium materials|Authentic Diesel product,https://www.amazon.in/s?k=Diesel%20Sleenker%20Skinny,https://www.flipkart.com/search?q=Diesel%20Sleenker%20Skinny,https://www.myntra.com/Diesel%20Sleenker%20Skinny,mid-range,0.39
263,Lee Luke Slim Tapered,Fashion,Jeans,Lee,202.37,4.4,0,,/images/products/shirt1.png,Premium jeans by Lee. The Lee Luke Slim Tapered features top-tier quality and performance. Perfect for fashion enthusiasts.,"pants,clothing,lee,jeans,denim,casual",High quality|Durable design|Premium materials|Authentic Lee product,https://www.amazon.in/s?k=Lee%20Luke%20Slim%20Tapered,https://www.flipkart.com/search?q=Lee%20Luke%20Slim%20Tapered,https://www.myntra.com/Lee%20Luke%20Slim%20Tapered,premium,0.94
265,Wrangler Texas Stretch,Fashion,Jeans,Wrangler,266.37,3.9,0,,/images/products/shirt1.png,Premium jeans by Wrangler. The Wrangler Texas Stretch features top-tier quality and performance. Perfect for fashion enthusiasts.,"jeans,pants,clothing,wrangler,casual,denim",High quality|Durable design|Premium materials|Authentic Wrangler product,https://www.amazon.in/s?k=Wrangler%20Texas%20Stretch,https://www.flipkart.com/search?q=Wrangler%20Texas%20Stretch,https://www.myntra.com/Wrangler%20Texas%20Stretch,premium,0.83
266,Wrangler Texas Stretch Pro,Fashion,Jeans,Wrangler,91.43,3.8,0,,/images/products/shirt1.png,Premium jeans by Wrangler. The Wrangler Texas Stretch Pro features top-tier quality and performance. Perfect for fashion enthusiasts.,"jeans,pants,clothing,wrangler,casual,denim",High quality|Durable design|Premium materials|Authentic Wrangler product,https://www.amazon.in/s?k=Wrangler%20Texas%20Stretch%20Pro,https://www.flipkart.com/search?q=Wrangler%20Texas%20Stretch%20Pro,https://www.myntra.com/Wrangler%20Texas%20Stretch%20Pro,mid-range,0.57
268,Levi's 501 Original Fit Edition,Fashion,Jeans,Levi's,66.96,4.8,0,,/images/products/shirt1.png,Premium jeans by Levi's. The Levi's 501 Original Fit Edition features top-tier quality and performance. Perfect for fashion enthusiasts.,"clothing,casual,denim,levi's,jeans,pants",High quality|Durable design|Premium materials|Authentic Levi's product,https://www.amazon.in/s?k=Levi%27s%20501%20Original%20Fit%20Edition,https://www.flipkart.com/search?q=Levi%27s%20501%20Original%20Fit%20Edition,https://www.myntra.com/Levi%27s%20501%20Original%20Fit%20Edition,mid-range,0.63
269,Levi's 501 Original Fit,Fashion,Jeans,Levi's,115.85,4.4,0,,/images/products/shirt1.png,Premium jeans by Levi's. The Levi's 501 Original Fit features top-tier quality and performance. Perfect for fashion enthusiasts.,"clothing,pants,casual,levi's,jeans,denim",High quality|Durable design|Premium materials|Authentic Levi's product,https://www.amazon.in/s?k=Levi%27s%20501%20Original%20Fit,https://www.flipkart.com/search?q=Levi%27s%20501%20Original%20Fit,https://www.myntra.com/Levi%27s%20501%20Original%20Fit,mid-range,0.75
273,Zara Linen Shirt Pro,Fashion,Shirts,Zara,178.63,4.3,0,,/images/products/shirt1.png,Premium shirts by Zara. The Zara Linen Shirt Pro features top-tier quality and performance. Perfect for fashion enthusiasts.,"casual,button-down,clothing,shirt,zara,formal",High quality|Durable design|Premium materials|Authentic Zara product,https://www.amazon.in/s?k=Zara%20Linen%20Shirt%20Pro,https://www.flipkart.com/search?q=Zara%20Linen%20Shirt%20Pro,https://www.myntra.com/Zara%20Linen%20Shirt%20Pro,mid-range,0.82
274,Hugo Boss Slim Fit Poplin,Fashion,Shirts,Hugo Boss,27.64,4.1,0,,/images/products/shirt1.png,Premium shirts by Hugo Boss. The Hugo Boss Slim Fit Poplin features top-tier quality and performance. Perfect for fashion enthusiasts.,"button-down,hugo boss,clothing,formal,shirt,casual",High quality|Durable design|Premium materials|Authentic Hugo Boss product,https://www.amazon.in/s?k=Hugo%20Boss%20Slim%20Fit%20Poplin,https://www.flipkart.com/search?q=Hugo%20Boss%20Slim%20Fit%20Poplin,https://www.myntra.com/Hugo%20Boss%20Slim%20Fit%20Poplin,budget,0.83
276,Brooks Brothers Non-Iron Dress Shirt,Fashion,Shirts,Brooks Brothers,297.2,3.6,0,,/images/products/shirt1.png,Premium shirts by Brooks Brothers. The Brooks Brothers Non-Iron Dress Shirt features top-tier quality and performance. Perfect for fashion enthusiasts.,"button-down,formal,casual,clothing,brooks brothers,shirt",High quality|Durable design|Premium materials|Authentic Brooks Brothers product,https://www.amazon.in/s?k=Brooks%20Brothers%20Non-Iron%20Dress%20Shirt,https://www.flipkart.com/search?q=Brooks%20Brothers%20Non-Iron%20Dress%20Shirt,https://www.myntra.com/Brooks%20Brothers%20Non-Iron%20Dress%20Shirt,premium,0.94
277,Tommy Hilfiger Custom Fit Shirt V2,Fashion,Shirts,Tommy Hilfiger,175.13,3.9,0,,/images/products/shirt1.png,Premium shirts by Tommy Hilfiger. The Tommy Hilfiger Custom Fit Shirt V2 features top-tier quality and performance. Perfect for fashion enthusiasts.,"shirt,casual,tommy hilfiger,button-down,clothing,formal",High quality|Durable design|Premium materials|Authentic Tommy Hilfiger product,https://www.amazon.in/s?k=Tommy%20Hilfiger%20Custom%20Fit%20Shirt%20V2,https://www.flipkart.com/search?q=Tommy%20Hilfiger%20Custom%20Fit%20Shirt%20V2,https://www.myntra.com/Tommy%20Hilfiger%20Custom%20Fit%20Shirt%20V2,mid-range,0.16
280,Zara Linen Shirt,Fashion,Shirts,Zara,88.08,4.0,0,,/images/products/shirt1.png,Premium shirts by Zara. The Zara Linen Shirt features top-tier quality and performance. Perfect for fashion enthusiasts.,"zara,button-down,shirt,clothing,casual,formal",High quality|Durable design|Premium materials|Authentic Zara product,https://www.amazon.in/s?k=Zara%20Linen%20Shirt,https://www.flipkart.com/search?q=Zara%20Linen%20Shirt,https://www.myntra.com/Zara%20Linen%20Shirt,mid-range,0.22
281,Tommy Hilfiger Custom Fit Shirt,Fashion,Shirts,Tommy Hilfiger,35.85,4.6,0,,/images/products/shirt1.png,Premium shirts by Tommy Hilfiger. The Tommy Hilfiger Custom Fit Shirt features top-tier quality and performance. Perfect for fashion enthusiasts.,"formal,button-down,clothing,casual,tommy hilfiger,shirt",High quality|Durable design|Premium materials|Authentic Tommy Hilfiger product,https://www.amazon.in/s?k=Tommy%20Hilfiger%20Custom%20Fit%20Shirt,https://www.flipkart.com/search?q=Tommy%20Hilfiger%20Custom%20Fit%20Shirt,https://www.myntra.com/Tommy%20Hilfiger%20Custom%20Fit%20Shirt,budget,0.95
283,Ralph Lauren Oxford Cloth Button-Down Ultra,Fashion,Shirts,Ralph Lauren,245.45,5.0,0,,/images/products/shirt1.png,Premium shirts by Ralph Lauren. The Ralph Lauren Oxford Cloth Button-Down Ultra features top-tier quality and performance. Perfect for fashion enthusiasts.,"clothing,formal,ralph lauren,shirt,casual,button-down",High quality|Durable design|Premium materials|Authentic Ralph Lauren product,https://www.amazon.in/s?k=Ralph%20Lauren%20Oxford%20Cloth%20Button-Down%20Ultra,https://www.flipkart.com/search?q=Ralph%20Lauren%20Oxford%20Cloth%20Button-Down%20Ultra,https://www.myntra.com/Ralph%20Lauren%20Oxford%20Cloth%20Button-Down%20Ultra,premium,0.85
284,Brooks Brothers Non-Iron Dress Shirt V2,Fashion,Shirts,Brooks Brothers,147.1,4.9,0,,/images/products/shirt1.png,Premium shirts by Brooks Brothers. The Brooks Brothers Non-Iron Dress Shirt V2 features top-tier quality and performance. Perfect for fashion enthusiasts.,"clothing,button-down,shirt,casual,brooks brothers,formal",High quality|Durable design|Premium materials|Authentic Brooks Brothers product,https://www.amazon.in/s?k=Brooks%20Brothers%20Non-Iron%20Dress%20Shirt%20V2,https://www.flipkart.com/search?q=Brooks%20Brothers%20Non-Iron%20Dress%20Shirt%20V2,https://www.myntra.com/Brooks%20Brothers%20Non-Iron%20Dress%20Shirt%20V2,mid-range,0.35
285,Zara Linen Shirt Ultra,Fashion,Shirts,Zara,265.78,4.0,0,,/images/products/shirt1.png,Premium shirts by Zara. The Zara Linen Shirt Ultra features top-tier quality and performance. Perfect for fashion enthusiasts.,"clothing,zara,button-down,formal,shirt,casual",High quality|Durable design|Premium materials|Authentic Zara product,https://www.amazon.in/s?k=Zara%20Linen%20Shirt%20Ultra,https://www.flipkart.com/search?q=Zara%20Linen%20Shirt%20Ultra,https://www.myntra.com/Zara%20Linen%20Shirt%20Ultra,premium,0.33
